candidate_id,title,arxiv_id,source,full_text_path,acquisition_status,full_text_decision,inclusion_group,exact_criterion,evidence_location,decision_rationale,duplicate_or_companion,screening_reviewer,screening_date
ARXIV-0002,TrustChain-Review: A Risk-Adaptive Blockchain and Game-Theoretic Framework for Trustworthy AI-Assisted Code Review,2607.27310v1,arXiv,papers/candidates/pdfs/ARXIV-0002_2607.27310.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: human-AI review workflow and operational-cost evidence.,Abstract; Sections 1 and 3.,"Evaluates a risk-adaptive governance simulation for AI-assisted code review, including trust/detection outcomes and governance cost. It does not evaluate generated review comments directly, so it is supporting evidence only.",,Codex,2026-08-02
ARXIV-0003,Rethinking Training Data for Generating Code Review Comments,2607.25851v1,arXiv,papers/candidates/pdfs/ARXIV-0003_2607.25851.pdf,downloaded_valid_pdf,include,core,Core inclusion: generated review comments and dataset/context validity.,Abstract; Sections 1 and 2.,"Empirically analyses diff-comment training pairs for automated review-comment generation and derives a taxonomy covering semantic ambiguity, lack of actionability, and context dependence.",,Codex,2026-08-02
ARXIV-0004,ALIBI: Adaptive Agentic Attacks on LLM-Based Vulnerability Detectors via Adversarial Code Comments,2607.24964v1,arXiv,papers/candidates/pdfs/ARXIV-0004_2607.24964.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: closely related security/static-analysis setting with a review-feedback connection.,Abstract; Sections 1 and 2.,Demonstrates that adversarial natural-language source comments can mislead LLM vulnerability reviewers and evaluates defenses. Its artifact is a security detector rather than generated review comments.,,Codex,2026-08-02
ARXIV-0005,Evaluating the Impact of Explainable AI on Trust in AI-Assisted Code Review,2607.24601v1,arXiv,papers/candidates/pdfs/ARXIV-0005_2607.24601.pdf,downloaded_valid_pdf,include,core,Core inclusion: AI-assisted code review and reviewer trust/usefulness evaluation.,Abstract; Sections 1 and 3.,"Within-subject user study directly evaluates explanation level, trust, agreement with AI review recommendations, and review time for AI-assisted code review.",,Codex,2026-08-02
ARXIV-0007,Cross-Model LLM Code Review: Should you use Claude to review Codex or vice versa?,2607.21656v1,arXiv,papers/candidates/pdfs/ARXIV-0007_2607.21656.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: human-AI review workflow and operational-cost evidence.,Abstract; Sections 1 and 2.,"Controlled writer-reviewer experiment reports correctness, reviewer fixes and regressions, cost, and latency. The reviewer rewrites code rather than producing a review-comment artifact, so it is supporting workflow evidence.",,Codex,2026-08-02
ARXIV-0009,"Agentic Code Review in the Terminal: A Trajectory-Level Analysis of Behavior, Cost, and Human-Alignment",2607.16740v1,arXiv,papers/candidates/pdfs/ARXIV-0009_2607.16740.pdf,downloaded_valid_pdf,include,core,Core inclusion: LLM-based code review and trade-off-aware evaluation.,Abstract; Sections 1 and 2.,"Empirically evaluates terminal-based agentic reviewers using a human-verified review dataset, review precision, repository-grounded trajectories, human alignment, and operational cost.",,Codex,2026-08-02
ARXIV-0217,CRScore: Grounding Automated Evaluation of Code Review Comments in Code Claims and Smells,2409.19801v2,arXiv,papers/candidates/pdfs/ARXIV-0217_2409.19801.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct reference-free evaluation metric for generated review comments.,Abstract; Sections 1–7; Tables 1–8.,Introduces CRScore grounded in code claims and smells with dimensions including conciseness comprehensiveness and relevance and a 2.9K annotated corpus, informing evaluator validity and metric design.,,Codex,2026-08-04
ARXIV-0219,Visual Integration of Static and Dynamic Software Analysis in Code Reviews via Software City Visualization,2408.08141v1,arXiv,papers/candidates/pdfs/ARXIV-0219_2408.08141.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: context and verification tooling for human code review.,Abstract; Sections I–V.,Presents an in-progress visualization integrating static and dynamic analysis into review workflows. It supports context acquisition but lacks completed empirical validation of generated comments.,,Codex,2026-08-04
ARXIV-0224,Exploring the Capabilities of LLMs for Code Change Related Tasks,2407.02824v1,arXiv,papers/candidates/pdfs/ARXIV-0224_2407.02824.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct empirical evaluation of LLM code-review generation and fine-tuning/context strategies.,Abstract; Sections 1–7; Tables 1–9.,Evaluates LLMs on code-review generation commit messages and comment updates using ICL and PEFT, finding example-count and model-size effects that inform context and intervention trade-offs.,,Codex,2026-08-04
ARXIV-0226,A GPT-based Code Review System for Programming Language Learning,2407.04722v1,arXiv,papers/candidates/pdfs/ARXIV-0226_2407.04722.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: educational GPT-based review system with usability quality latency and cost evaluation.,Abstract; Sections 1–6.,Evaluates GPT-4 feedback for student code with education-expert assessment and reports correctness response time API cost and review quality. It supports workflow claims but is pedagogical.,,Codex,2026-08-04
ARXIV-0230,AI-Assisted Assessment of Coding Practices in Modern Code Review,2405.13565v1,arXiv,papers/candidates/pdfs/ARXIV-0230_2405.13565.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: AI-assisted assessment of review practices and coding-quality signals.,Abstract; Sections 1–6; Tables 1–6.,Studies automated assessment of coding practices in modern review and its effect on reviewer workflows, informing quality dimensions and human-review support.,,Codex,2026-08-04
ARXIV-0231,AI-powered Code Review with LLMs: Early Results,2404.18496v2,arXiv,papers/candidates/pdfs/ARXIV-0231_2404.18496.pdf,downloaded_valid_pdf,exclude,,,Abstract; Section 1.,The paper presents an intended LLM-agent approach and future extensions but does not report a sufficiently identifiable completed method or empirical evaluation for inclusion.,,Codex,2026-08-04
ARXIV-0232,An Empirical Study on Code Review Activity Prediction and Its Impact in Practice,2404.10703v2,arXiv,papers/candidates/pdfs/ARXIV-0232_2404.10703.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: review prioritization and workflow-impact evidence using LLM embeddings and process features.,Abstract; Sections 1–7; Tables 1–8.,Predicts files likely to be commented or revised and evaluates reordering in a 29-expert study and multiple datasets, informing coverage and review navigation but not comment generation.,,Codex,2026-08-04
ARXIV-0233,Automating Patch Set Generation from Code Review Comments Using Large Language Models,2406.04346v1,arXiv,papers/candidates/pdfs/ARXIV-0233_2406.04346.pdf,downloaded_valid_pdf,exclude,,,Abstract; Sections 1–2.,The two-page paper explicitly describes an in-progress study and planned comparison, without completed results or sufficient empirical evidence for inclusion.,,Codex,2026-08-04
ARXIV-0241,Improving Automated Code Reviews: Learning from Experience,2402.03777v1,arXiv,papers/candidates/pdfs/ARXIV-0241_2402.03777.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct study of review-data quality and experience-aware automated code review.,Abstract; Sections 1–7; Tables 1–8.,Investigates how reviewer experience and familiarity can guide training and selection of higher-quality review comments, informing data validity and usefulness.,,Codex,2026-08-04
ARXIV-0242,CodeAgent: Autonomous Communicative Agents for Code Review,2402.02172v5,arXiv,papers/candidates/pdfs/ARXIV-0242_2402.02172.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct multi-agent LLM system for automated code review and revision tasks.,Abstract; Sections 1–7; Tables 1–8.,Evaluates supervisor and specialist agents on inconsistency detection vulnerability introduction style adherence and code revision, informing taxonomy agentic mitigation and task-specific quality.,,Codex,2026-08-04
ARXIV-0244,Fine-Tuning and Prompt Engineering for Large Language Models-based Code Review Automation,2402.00905v4,arXiv,papers/candidates/pdfs/ARXIV-0244_2402.00905.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct comparison of fine-tuning and prompting for automated code review.,Abstract; Sections 1–7; Tables 1–9.,Compares 12 configurations across fine-tuning zero-shot few-shot and persona prompting, informing mitigation choices cold-start trade-offs and metrics.,,Codex,2026-08-04
ARXIV-0246,"An Insight into Security Code Review with LLMs: Capabilities, Obstacles, and Influential Factors",2401.16310v6,arXiv,papers/candidates/pdfs/ARXIV-0246_2401.16310.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct empirical evaluation of LLM security code review and response failure factors.,Abstract; Sections 1–7; Tables 1–9.,Compares seven LLMs and prompts with static analyzers, analyzes vague and inaccurate responses, and studies context and complexity effects, informing security taxonomy grounding and evaluator validity.,,Codex,2026-08-04
ARXIV-0248,The Right Prompts for the Job: Repair Code-Review Defects with Large Language Model,2312.17485v1,arXiv,papers/candidates/pdfs/ARXIV-0248_2312.17485.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct prompt-based intervention for repairing defects identified in code review.,Abstract; Sections 1–7; Tables 1–8.,Evaluates prompting strategies for LLM-generated fixes from review defects, informing downstream usefulness repair correctness context and cost.,,Codex,2026-08-04
ARXIV-0250,Team-related Features in Code Review Prediction Models,2312.06244v1,arXiv,papers/candidates/pdfs/ARXIV-0250_2312.06244.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: reviewer-selection and workflow-context evidence for automated review systems.,Abstract; Sections 1–7; Tables 1–7.,Evaluates team ownership workload and relationship features for predicting reviewer participation and feedback volume, informing human escalation and context-aware workflow design.,,Codex,2026-08-04
ARXIV-0259,More Than React: Investigating The Role of Emoji Reaction in GitHub Pull Requests,2307.07111v1,arXiv,papers/candidates/pdfs/ARXIV-0259_2307.07111.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: empirical evidence on review communication sentiment and workflow signals.,Abstract; Sections 1–7; Tables 1–8.,Mines 365,811 PRs across 1,850 repositories to study reactions review time comment intentions and sentiment consistency, informing usefulness and social workflow interpretation.,,Codex,2026-08-04
ARXIV-0260,Towards Automated Classification of Code Review Feedback to Support Analytics,2307.03852v1,arXiv,papers/candidates/pdfs/ARXIV-0260_2307.03852.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: direct taxonomy and automated classification of code-review comments.,Abstract; Sections 1–6; Tables 1–7.,Trains DNN classifiers on 1,828 manually labeled comments using text code context and metrics, informing taxonomy annotation and analytics but not LLM comment evaluation.,,Codex,2026-08-04
ARXIV-0261,Security Defect Detection via Code Review: A Study of the OpenStack and Qt Communities,2307.02326v1,arXiv,papers/candidates/pdfs/ARXIV-0261_2307.02326.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: direct empirical evidence on security defects and repair suggestions in human review.,Abstract; Sections 1–6; Tables 1–7.,Examines 20,995 comments and identifies 614 security-related comments, characterizing defect types reviewers and fixing strategies, informing security taxonomy and actionability.,,Codex,2026-08-04
ARXIV-0265,"How is the speed of code review affected by activity, usage and code quality?",2305.05770v1,arXiv,papers/candidates/pdfs/ARXIV-0265_2305.05770.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: empirical evidence on review speed and workflow cost factors.,Abstract; Sections 1–6.,Studies review speed in MediaWiki extensions and finds effects from reviewer voting and stewardship, informing operational-cost interpretation but not LLM review comments.,,Codex,2026-08-04
ARXIV-0266,Using Knowledge Units of Programming Languages to Recommend Reviewers for Pull Requests: An Empirical Study,2305.05654v1,arXiv,papers/candidates/pdfs/ARXIV-0266_2305.05654.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: context-aware reviewer recommendation and human-escalation evidence.,Abstract; Sections 1–7; Tables 1–8.,Evaluates reviewer expertise matching on 65K pull requests and informs routing and reviewer selection rather than comment generation.,,Codex,2026-08-04
ARXIV-0269,Early Career Developers' Perceptions of Code Understandability. A Study of Complexity Metrics,2303.07722v2,arXiv,papers/candidates/pdfs/ARXIV-0269_2303.07722.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: human evaluator and code-understandability validity evidence.,Abstract; Sections 1–6; Tables 1–5.,Study with 216 early-career developers examines complexity metrics and perceived understandability, informing context quality and reviewer expertise limits.,,Codex,2026-08-04
ARXIV-0270,What Makes a Code Review Useful to OpenDev Developers? An Empirical Investigation,2302.11686v2,arXiv,papers/candidates/pdfs/ARXIV-0270_2302.11686.pdf,downloaded_valid_pdf,include,supporting,Supporting direct evidence on usefulness comprehensibility politeness and context in review comments.,Abstract; Sections 1–7; Tables 1–8.,Mixed-method study of 2,500 comments and developer survey identifies linguistic and technical predictors of usefulness and defect identification, informing taxonomy and annotation constructs.,,Codex,2026-08-04
ARXIV-0271,An Exploration of Cross-Patch Collaborations via Patch Linkage in OpenStack,2211.15007v1,arXiv,papers/candidates/pdfs/ARXIV-0271_2211.15007.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: contextual collaboration and review-workflow evidence in large ecosystems.,Abstract; Sections 1–6.,Analyzes patch linkage and cross-patch collaboration in OpenStack, showing effects on voting and revision. It informs context acquisition and workflow interpretation, not LLM comment quality.,,Codex,2026-08-04
ARXIV-0272,Code Reviews in Open Source Projects : How Do Gender Biases Affect Participation and Outcomes?,2210.00139v2,arXiv,papers/candidates/pdfs/ARXIV-0272_2210.00139.pdf,downloaded_valid_pdf,include,supporting,Fairness and participation evidence for human code-review workflows.,Abstract; Sections 1–7; Tables 1–8.,Analyzes 1,010 FOSS projects and gender differences in acceptance intervals and reviewer participation, informing fairness and workflow interpretation rather than generated-comment quality.,,Codex,2026-08-04
ARXIV-0276,Example Driven Code Review Explanation,2207.11627v1,arXiv,papers/candidates/pdfs/ARXIV-0276_2207.11627.pdf,downloaded_valid_pdf,include,core,Core inclusion: direct example-driven generation of explanations for automated code review feedback.,Abstract; Sections 1–6.,Evaluates example-based review explanation generation and its effect on comprehensibility and usefulness, informing context and actionability but with bounded evidence.,,Codex,2026-08-04
ARXIV-0277,Potential Technical Debt and Its Resolution in Code Reviews: An Exploratory Study of the OpenStack and Qt Communities,2206.14764v2,arXiv,papers/candidates/pdfs/ARXIV-0277_2206.14764.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: direct taxonomy and resolution evidence for technical-debt review comments.,Abstract; Sections 1–7; Tables 1–8.,Analyzes technical-debt comments and developer resolutions in OpenStack and Qt, informing failure taxonomy usefulness and downstream changes but not LLM comments directly.,,Codex,2026-08-04
ARXIV-0278,Code Smells Detection via Modern Code Review: A Study of the OpenStack and Qt Communities,2205.07535v1,arXiv,papers/candidates/pdfs/ARXIV-0278_2205.07535.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: direct taxonomy and resolution evidence for code-smell review comments.,Abstract; Sections 1–7; Tables 1–8.,Analyzes 25,415 comments and identifies 1,539 smell-related reviews with reviewer suggestions and developer actions, informing failure taxonomy and usefulness.,,Codex,2026-08-04
ARXIV-0279,Do Small Code Changes Merge Faster? A Multi-Language Empirical Investigation,2203.05045v1,arXiv,papers/candidates/pdfs/ARXIV-0279_2203.05045.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: empirical evidence on review latency and change-size trade-offs.,Abstract; Sections 1–7; Tables 1–7.,Studies code velocity across multiple languages and projects, testing whether smaller changes merge faster. It informs workflow cost and coverage interpretation but not LLM comment quality.,,Codex,2026-08-04
ARXIV-0281,Interpersonal Conflicts During Code Review,2201.05425v1,arXiv,papers/candidates/pdfs/ARXIV-0281_2201.05425.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: qualitative evidence on conflict, tone, and human review workflow validity.,Abstract; Sections 1–6.,Interviews 22 developers about review conflicts and constructive resolution, informing tone, human escalation, and socio-technical consequences rather than LLM comment quality.,,Codex,2026-08-04
ARXIV-0282,Only Time Will Tell: Modelling Information Diffusion in Code Review with Time-Varying Hypergraphs,2110.07291v6,arXiv,papers/candidates/pdfs/ARXIV-0282_2110.07291.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: model of review information flow and context propagation.,Abstract; Sections 1–7.,Models how information diffuses through review participants and artifacts, informing context quality and workflow but not generated-comment evaluation directly.,,Codex,2026-08-04
ARXIV-0283,Recommending Code Understandability Improvements based on Code Reviews,2110.00782v1,arXiv,papers/candidates/pdfs/ARXIV-0283_2110.00782.pdf,downloaded_valid_pdf,exclude,,,Abstract; Introduction.,The paper is explicitly an early research proposal for a future dataset and recommender, without completed method or empirical results.,,Codex,2026-08-04
ARXIV-0284,Predicting Code Review Completion Time in Modern Code Review,2109.15141v1,arXiv,papers/candidates/pdfs/ARXIV-0284_2109.15141.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: review-latency prediction and workflow-cost evidence.,Abstract; Sections 1–7; Tables 1–7.,Builds and validates prediction models for completion time, informing operational cost and escalation scheduling but not review-comment quality.,,Codex,2026-08-04
ARXIV-0286,"The ""Shut the f**k up"" Phenomenon: Characterizing Incivility in Open Source Code Review Discussions",2108.09905v1,arXiv,papers/candidates/pdfs/ARXIV-0286_2108.09905.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: direct taxonomy of incivility and constructive alternatives in review communication.,Abstract; Sections 1–6.,Analyzes 1,545 Linux Kernel emails associated with rejected changes and identifies incivility features causes consequences and civil alternatives, informing problematic-comment taxonomy and tone mitigation.,,Codex,2026-08-04
ARXIV-0287,Automatic Patch Linkage Detection in Code Review Using TextualContent and File Location Features,2106.02306v1,arXiv,papers/candidates/pdfs/ARXIV-0287_2106.02306.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: context-linkage detection and review workflow evidence.,Abstract; Sections 1–6; Tables 1–6.,Studies 942 manually classified linkages and builds detection models using text and file location, informing context retrieval and collaboration but not generated comments.,,Codex,2026-08-04
ARXIV-0289,Understanding Code Smell Detection via Code Review: A Study of the OpenStack Community,2103.11446v1,arXiv,papers/candidates/pdfs/ARXIV-0289_2103.11446.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: direct taxonomy and actionability evidence for code-smell review comments.,Abstract; Sections 1–7; Tables 1–8.,Analyzes OpenStack review comments for code smells and developer actions, informing problematic-comment categories and usefulness boundaries.,,Codex,2026-08-04
ARXIV-0290,Identifying bot activity in GitHub pull request and issue comments,2103.06042v1,arXiv,papers/candidates/pdfs/ARXIV-0290_2103.06042.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: dataset-validity method for distinguishing bot and human review comments.,Abstract; Sections 1–6; Tables 1–5.,Trains classifiers on 19,282 PR and issue comments to identify bot activity, informing corpus cleaning and evaluator validity rather than comment quality directly.,,Codex,2026-08-04
ARXIV-0293,Refactoring Practices in the Context of Modern Code Review: An Industrial Case Study at Xerox,2102.05201v1,arXiv,papers/candidates/pdfs/ARXIV-0293_2102.05201.pdf,downloaded_valid_pdf,include,supporting,Supporting inclusion: industrial evidence on refactoring review criteria and workflow challenges.,Abstract; Sections 1–7; Tables 1–7.,Studies how reviewers assess refactoring changes at Xerox, informing taxonomy context and review effort but not LLM-generated comments directly.,,Codex,2026-08-04
